rate_hz_per_channel,repeats,generated_total_mean,generated_total_std,accepted_total_mean,accepted_total_std,sent_total_mean,sent_total_std,sent_word_total_mean,sent_word_total_std,busy_counter_total_mean,busy_counter_total_std,full_counter_total_mean,full_counter_total_std,spacing_counter_total_mean,spacing_counter_total_std,queue_counter_total_mean,queue_counter_total_std,ring_counter_total_mean,ring_counter_total_std,output_counter_total_mean,output_counter_total_std,dead_fraction_mean,dead_fraction_std
9518,4,1212.250000000,11.295279250,1152.000000000,9.556847458,1151.500000000,12.124355653,138180.000000000,1454.922678358,47.750000000,2.986078811,12.500000000,1.290994449,47.750000000,2.986078811,0.000000000,0.000000000,0.000000000,0.000000000,12.500000000,1.290994449,0.049690633,0.003154584
9684,4,1240.000000000,17.663521733,1172.500000000,17.990738358,1171.250000000,19.085334684,140550.000000000,2290.240162079,53.750000000,7.719024118,13.750000000,2.500000000,53.750000000,7.719024118,0.000000000,0.000000000,0.000000000,0.000000000,13.750000000,2.500000000,0.054422396,0.007916719
9850,4,1251.750000000,11.786291472,1184.750000000,13.351029923,1181.000000000,20.049937656,141720.000000000,2405.992518692,52.250000000,4.787135539,14.750000000,2.217355783,52.000000000,4.966554809,0.000000000,0.000000000,0.250000000,0.500000000,14.750000000,2.217355783,0.053536313,0.002357393
10017,4,1283.750000000,35.659267145,1213.500000000,37.313983081,1213.500000000,35.294003268,145620.000000000,4235.280392135,51.750000000,4.645786622,18.500000000,2.516611478,51.750000000,4.645786622,0.000000000,0.000000000,0.000000000,0.000000000,18.500000000,2.516611478,0.054777815,0.004154021
10183,4,1296.750000000,46.593096771,1229.250000000,44.850678181,1229.250000000,43.568910934,147510.000000000,5228.269312115,51.500000000,10.246950766,16.000000000,1.414213562,51.500000000,10.246950766,0.000000000,0.000000000,0.000000000,0.000000000,16.000000000,1.414213562,0.052044737,0.007999443
10350,4,1271.250000000,26.145426624,1205.000000000,28.948229652,1203.500000000,24.610295948,144420.000000000,2953.235513805,49.500000000,4.725815626,16.750000000,4.349329450,49.500000000,4.725815626,0.000000000,0.000000000,0.000000000,0.000000000,16.750000000,4.349329450,0.052159785,0.005215273
10516,4,1346.750000000,38.534616472,1268.250000000,27.560539424,1263.750000000,25.513068547,151650.000000000,3061.568225599,55.750000000,6.130524719,22.750000000,7.274384281,55.500000000,5.744562647,0.000000000,0.000000000,0.250000000,0.500000000,22.750000000,7.274384281,0.058148983,0.006724326
10682,4,1367.750000000,36.280159867,1293.000000000,31.506613062,1290.500000000,33.271609519,154860.000000000,3992.593142307,55.500000000,4.654746681,19.250000000,1.707825128,55.500000000,4.654746681,0.000000000,0.000000000,0.000000000,0.000000000,19.250000000,1.707825128,0.054610554,0.002443827
10849,4,1404.000000000,16.268579123,1324.750000000,10.500000000,1324.000000000,14.306175823,158880.000000000,1716.741098710,59.500000000,3.000000000,19.750000000,5.377421935,59.500000000,3.000000000,0.000000000,0.000000000,0.000000000,0.000000000,19.750000000,5.377421935,0.056409861,0.005222166
11015,4,1358.500000000,21.579311080,1288.000000000,24.589970855,1290.750000000,27.801378863,154890.000000000,3336.165463522,51.000000000,10.230672835,19.500000000,4.203173404,51.000000000,10.230672835,0.000000000,0.000000000,0.000000000,0.000000000,19.500000000,4.203173404,0.051910184,0.008016331
11182,4,1428.750000000,25.682354513,1338.000000000,32.526911935,1337.750000000,31.223655562,160530.000000000,3746.838667464,65.750000000,8.421203398,25.000000000,7.702813339,65.500000000,8.346656017,0.000000000,0.000000000,0.250000000,0.500000000,25.000000000,7.702813339,0.063591091,0.007063503
11348,4,1462.250000000,25.237207981,1369.250000000,21.777281740,1366.750000000,21.029740845,164010.000000000,2523.568901378,67.000000000,6.271629241,26.000000000,3.915780041,66.750000000,6.238322424,0.000000000,0.000000000,0.250000000,0.500000000,26.000000000,3.915780041,0.063579582,0.003574652
